stage,epoch,step,loss,learning_rate,timestamp
pretrain,1,239500,1.62892663,0.000461668349283,2026-04-28T03:30:38
pretrain,1,240000,1.90923131,0.000461512865172,2026-04-28T03:31:16
pretrain,1,240500,2.70893335,0.000461357095842,2026-04-28T03:31:57
pretrain,1,241000,2.60753059,0.000461201041532,2026-04-28T03:32:35
pretrain,1,241500,2.13693261,0.00046104470248,2026-04-28T03:33:14
pretrain,1,242000,2.28452444,0.000460888078924,2026-04-28T03:33:52
pretrain,1,242500,2.50753713,0.000460731171106,2026-04-28T03:34:32
pretrain,1,243000,1.57260144,0.000460573979263,2026-04-28T03:35:10
pretrain,1,243500,3.14890957,0.000460416503638,2026-04-28T03:35:50
pretrain,1,244000,2.64999700,0.00046025874447,2026-04-28T03:36:29
pretrain,1,244500,3.31253886,0.000460100702002,2026-04-28T03:37:07
pretrain,1,245000,1.87706137,0.000459942376473,2026-04-28T03:37:46
pretrain,1,245500,2.48859477,0.000459783768128,2026-04-28T03:38:26
pretrain,1,246000,2.26703119,0.000459624877208,2026-04-28T03:39:06
pretrain,1,246500,3.27752447,0.000459465703956,2026-04-28T03:39:44
pretrain,1,247000,2.47525716,0.000459306248615,2026-04-28T03:40:22
pretrain,1,247500,4.13625622,0.000459146511431,2026-04-28T03:41:02
pretrain,1,248000,2.53162932,0.000458986492646,2026-04-28T03:41:40
pretrain,1,248500,2.17344284,0.000458826192505,2026-04-28T03:42:20
pretrain,1,249000,2.56250882,0.000458665611254,2026-04-28T03:42:59
pretrain,1,249500,2.34195304,0.000458504749139,2026-04-28T03:43:38
pretrain,1,250000,2.28196430,0.000458343606404,2026-04-28T03:44:17
pretrain,1,250500,1.85308897,0.000458182183297,2026-04-28T03:44:58
pretrain,1,251000,2.35566258,0.000458020480065,2026-04-28T03:45:36
pretrain,1,251500,2.22890258,0.000457858496954,2026-04-28T03:46:15
pretrain,1,252000,2.60370016,0.000457696234213,2026-04-28T03:46:54
pretrain,1,252500,2.82671499,0.000457533692089,2026-04-28T03:47:33
pretrain,1,253000,2.88693285,0.000457370870831,2026-04-28T03:48:11
pretrain,1,253500,2.49388409,0.000457207770689,2026-04-28T03:48:51
pretrain,1,254000,2.46731567,0.000457044391911,2026-04-28T03:49:28
pretrain,1,254500,2.09036231,0.000456880734747,2026-04-28T03:50:06
pretrain,1,255000,1.97716033,0.000456716799448,2026-04-28T03:50:45
pretrain,1,255500,3.04188848,0.000456552586264,2026-04-28T03:51:25
pretrain,1,256000,2.78460693,0.000456388095447,2026-04-28T03:52:03
pretrain,1,256500,2.35065889,0.000456223327248,2026-04-28T03:52:41
pretrain,1,257000,2.25556517,0.000456058281919,2026-04-28T03:53:20
pretrain,1,257500,1.38743925,0.000455892959712,2026-04-28T03:54:00
pretrain,1,258000,3.63524199,0.00045572736088,2026-04-28T03:54:38
pretrain,1,258500,3.90026355,0.000455561485677,2026-04-28T03:55:18
pretrain,1,259000,2.48375154,0.000455395334356,2026-04-28T03:55:57
pretrain,1,259500,2.25200772,0.000455228907171,2026-04-28T03:56:35
pretrain,1,260000,2.90821838,0.000455062204376,2026-04-28T03:57:14
pretrain,1,260500,2.19527388,0.000454895226228,2026-04-28T03:57:54
pretrain,1,261000,2.22876835,0.00045472797298,2026-04-28T03:58:33
pretrain,1,261500,2.56875086,0.000454560444888,2026-04-28T03:59:11
pretrain,1,262000,2.52496076,0.00045439264221,2026-04-28T03:59:49
pretrain,1,262500,2.98058844,0.000454224565201,2026-04-28T04:00:28
pretrain,1,263000,1.90938413,0.000454056214119,2026-04-28T04:01:06
pretrain,1,263500,1.89564610,0.00045388758922,2026-04-28T04:01:45
pretrain,1,264000,2.12245870,0.000453718690764,2026-04-28T04:02:24
pretrain,1,264500,2.50176597,0.000453549519007,2026-04-28T04:03:02
pretrain,1,265000,1.85520136,0.00045338007421,2026-04-28T04:03:41
pretrain,1,265500,2.38768101,0.00045321035663,2026-04-28T04:04:20
